Hour,Visits
001197,3
001198,3
001199,3
001200,3
001201,2
001202,4
001203,3
001204,6
001205,3
001206,2
001207,4
001208,5
001209,4
001210,4
001211,6
001212,2
001213,4
001214,6
001215,4
001216,3
001217,4
001218,6
001219,5
001220,1
001221,2
001222,2
001223,3
001224,0
001225,3
001226,1
001227,2
001228,2
001229,3
001230,3
001231,3
001232,8
001233,5
001234,2
001235,6
001236,5
001237,5
001238,10
001239,5
001240,12
001241,3
001242,1
001243,6
001244,5
001245,0
001246,4
001247,4
001248,1
001249,5
001250,2
001251,3
001252,3
001253,4
001254,2
001255,4
001256,3
001257,1
001258,3
001259,6
001260,2
001261,5
001262,1
001263,6
001264,4
001265,3
001266,1
001267,3
001268,1
001269,0
001270,1
001271,5
001272,3
001273,1
001274,7
001275,2
001276,6
001277,1
001278,1
001279,1
001280,6
001281,4
001282,4
001283,4
001284,4
001285,4
001286,2
001287,17
001288,24
001289,19
001290,4
001291,1
001292,4
001293,2
001294,2
001295,2
001296,4
001297,2
001298,2
001299,10
001300,12
001301,11
001302,4
001303,5
001304,13
001305,14
001306,8
001307,12
001308,9
001309,9
001310,9
001311,4
001312,5
001313,7
001314,7
001315,1
001316,0
001317,4
001318,3
001319,4
001320,2
001321,0
001322,2
001323,2
001324,2
001325,2
001326,2
001327,3
001328,2
001329,3
001330,4
001331,7
001332,2
001333,1
001334,3
001335,1
001336,4
001337,3
001338,2
001339,3
001340,1
001341,3
001342,4
001343,3
001344,2
001345,1
001346,4
001347,5
001348,8
001349,4
001350,1
001351,3
001352,4
001353,4
001354,2
001355,6
001356,2
001357,3
001358,7
001359,9
001360,3
001361,4
001362,3
001363,1
001364,0
001365,4
001366,1
001367,2
001368,2
001369,1
001370,4
001371,6
001372,8
001373,4
001374,2
001375,9
001376,1
001377,5
001378,3
001379,4
001380,4
001381,5
001382,5
001383,3
001384,2
001385,4
001386,1
001387,0
001388,1
001389,4
001390,0
001391,3
001392,0
001393,1
001394,6
001395,3
001396,4
001397,0
001398,6
001399,2
001400,3
001401,5
001402,3
001403,4
001404,1
001405,4
001406,3
001407,2
001408,3
001409,3
001410,2
001411,0
001412,1
001413,2
001414,3
001415,1
001416,2
001417,1
001418,4
001419,4
001420,2
001421,6
001422,2
001423,1
001424,4
001425,3
001426,3
001427,2
001428,0
001429,5
001430,3
001431,5
001432,2
001433,2
001434,0
001435,2
001436,0
001437,0
001438,1
001439,0
001440,4
001441,1
001442,3
001443,3
001444,2
001445,0
001446,0
001447,1
001448,2
001449,2
001450,6
001451,4
001452,2
001453,1
001454,0
001455,3
001456,2
001457,1
001458,3
001459,0
001460,0
001461,1
001462,2
001463,0
001464,0
001465,0
001466,3
001467,1
001468,3
001469,3
001470,1
001471,0
001472,0
001473,1
001474,2
001475,0
001476,2
001477,1
001478,3
001479,0
001480,3
001481,1
001482,1
001483,0
001484,0
001485,0
001486,1
001487,0
001488,3
001489,1
001490,1
001491,1
001492,1
001493,1
001494,1
001495,0
001496,1
001497,0
001498,6
001499,3
001500,1
001501,0
001502,0
001503,0
001504,0
001505,2
001506,1
001507,0
001508,2
001509,2
001510,3
001511,2
001512,0
001513,0
001514,1
001515,6
001516,5
001517,4
001518,1
001519,2
001520,3
001521,5
001522,3
001523,3
001524,4
001525,4
001526,2
001527,3
001528,3
001529,3
001530,0
001531,0
001532,2
001533,1
001534,1
001535,6
001536,0
001537,1
001538,2
001539,2
001540,2
001541,3
001542,2
001543,2
001544,3
001545,8
001546,5
001547,7
001548,4
001549,7
001550,9
001551,3
001552,4
001553,1
001554,2
001555,2
001556,3
001557,4
001558,1
001559,3
001560,0
001561,3
001562,2
001563,1
001564,3
001565,4
001566,4
001567,3
001568,2
001569,6
001570,5
001571,6
001572,1
001573,4
001574,2
001575,6
001576,1
001577,1
001578,8
001579,2
001580,1
001581,2
001582,0
001583,2
001584,1
001585,3
001586,7
001587,4
001588,4
001589,4
001590,6
001591,7
001592,1
001593,4
001594,3
001595,1
001596,3
001597,4
001598,1
001599,1
001600,1
001601,6
001602,1
001603,0
001604,2
001605,1
001606,3
001607,2
001608,2
001609,0
001610,4
001611,3
001612,5
001613,3
001614,4
001615,6
001616,6
001617,3
001618,4
001619,2
001620,4
001621,3
001622,2
001623,0
001624,1
001625,4
001626,1
001627,1
001628,1
001629,1
001630,0
001631,2
001632,1
001633,3
001634,2
001635,3
001636,4
001637,0
001638,2
001639,0
001640,0
001641,1
001642,5
001643,2
001644,1
001645,0
001646,0
001647,1
001648,1
001649,1
001650,1
001651,0
001652,1
001653,0
001654,2
001655,1
001656,2
001657,1
001658,2
001659,1
001660,2
001661,1
001662,1
001663,2
001664,1
001665,2
001666,0
001667,0
001668,2
001669,1
001670,1
001671,1
001672,0
001673,0
001674,1
001675,5
001676,2
001677,1
001678,4
001679,2
001680,6
001681,3
001682,2
001683,5
001684,3
001685,1
001686,7
001687,5
001688,3
001689,3
001690,3
001691,6
001692,8
001693,3
001694,2
001695,6
001696,7
001697,3
001698,6
001699,1
001700,2
001701,2
001702,2
001703,2
001704,3
001705,2
001706,1
001707,9
001708,3
001709,3
001710,2
001711,4
001712,2
001713,2
001714,3
001715,5
001716,3
001717,2
001718,4
001719,8
001720,1
001721,4
001722,1
001723,1
001724,1
001725,0
001726,0
001727,1
001728,0
001729,1
001730,3
001731,6
001732,2
001733,5
001734,8
001735,2
001736,2
001737,6
001738,5
001739,4
001740,3
001741,5
001742,5
001743,6
001744,2
001745,2
001746,2
001747,0
001748,3
001749,1
001750,2
001751,1
001752,3
001753,0
001754,2
001755,2
001756,1
001757,3
001758,4
001759,1
001760,2
001761,3
001762,3
001763,7
001764,4
001765,3
001766,1
001767,0
001768,3
001769,2
001770,1
001771,2
001772,3
001773,1
001774,1
001775,4
001776,1
001777,4
001778,5
001779,1
001780,3
001781,3
001782,6
001783,3
001784,3
001785,6
001786,0
001787,1
001788,3
001789,3
001790,6
001791,9
001792,2
001793,1
001794,1
001795,3
001796,2
001797,1
001798,1
001799,2
001800,2
001801,0
001802,0
001803,2
001804,1
001805,0
001806,1
001807,2
001808,2
001809,2
001810,0
001811,2
001812,5
001813,3
001814,1
001815,1
001816,2
001817,1
001818,0
001819,1
001820,0
001821,1
001822,0
001823,0
001824,0
001825,4
001826,1
001827,1
001828,2
001829,2
001830,3
001831,2
001832,4
001833,1
001834,0
001835,0
001836,2
001837,3
001838,2
001839,1
001840,1
001841,3
001842,0
001843,0
001844,3
001845,0
001846,2
001847,2
001848,2
001849,2
001850,4
001851,4
001852,3
001853,2
001854,1
001855,1
001856,2
001857,4
001858,0
001859,2
001860,7
001861,5
001862,2
001863,0
001864,1
001865,3
001866,0
001867,1
001868,4
001869,0
001870,0
001871,1
001872,3
001873,2
001874,2
001875,2
001876,2
001877,4
001878,4
001879,2
001880,4
001881,4
001882,1
001883,2
001884,4
001885,5
001886,2
001887,2
001888,1
001889,1
001890,0
001891,1
001892,2
001893,1
001894,2
001895,3
001896,0
001897,4
001898,2
001899,1
001900,6
001901,4
001902,5
001903,1
001904,4
001905,3
001906,4
001907,4
001908,4
001909,5
001910,2
001911,6
001912,2
001913,3
001914,1
001915,2
001916,0
001917,1
001918,1
001919,2
001920,6
001921,3
001922,3
001923,1
001924,3
001925,3
001926,2
001927,0
001928,3
001929,3
001930,3
001931,6
001932,4
001933,3
001934,2
001935,4
001936,3
001937,0
001938,2
001939,1
001940,2
001941,1
001942,1
001943,2
001944,0
001945,0
001946,1
001947,1
001948,3
001949,2
001950,7
001951,1
001952,3
001953,3
001954,3
001955,5
001956,2
001957,0
001958,2
001959,6
001960,3
001961,2
001962,1
001963,1
001964,0
001965,3
001966,0
001967,1
001968,2
001969,0
001970,4
001971,2
001972,1
001973,3
001974,1
001975,1
001976,0
001977,1
001978,2
001979,1
001980,0
001981,4
001982,2
001983,5
001984,1
001985,0
001986,0
001987,1
001988,1
001989,0
001990,2
001991,1
001992,2
001993,1
001994,1
001995,3
001996,2
001997,1
001998,1
001999,1
002000,0
002001,1
002002,1
002003,1
002004,2
002005,2
002006,2
002007,1
002008,2
002009,2
002010,1
002011,2
002012,2
002013,4
002014,1
002015,0
002016,1
002017,2
002018,1
002019,1
002020,2
002021,0
002022,3
002023,3
002024,2
002025,4
002026,3
002027,2
002028,2
002029,1
002030,5
002031,4
002032,1
002033,2
002034,1
002035,3
002036,0
002037,1
002038,2
002039,0
002040,1
002041,3
002042,1
002043,3
002044,6
002045,4
002046,3
002047,3
002048,6
002049,3
002050,6
002051,3
002052,6
002053,4
002054,2
002055,1
002056,2
002057,2
002058,1
002059,0
002060,4
002061,4
002062,3
002063,4
002064,1
002065,4
002066,2
002067,3
002068,2
002069,2
002070,2
002071,0
002072,1
002073,1
002074,2
002075,4
002076,2
002077,2
002078,2
002079,4
002080,2
002081,2
002082,1
002083,3
002084,1
002085,2
002086,1
002087,1
002088,2
002089,1
002090,3
002091,2
002092,3
002093,3
002094,1
002095,5
002096,4
002097,0
002098,5
002099,5
002100,0
002101,3
002102,5
002103,2
002104,5
002105,4
002106,7
002107,1
002108,0
002109,1
002110,1
002111,3
002112,6
002113,5
002114,1
002115,2
002116,6
002117,3
002118,7
002119,1
002120,5
002121,3
002122,2
002123,6
002124,3
002125,1
002126,4
002127,7
002128,6
002129,4
002130,1
002131,1
002132,0
002133,1
002134,3
002135,0
002136,0
002137,0
002138,2
002139,0
002140,2
002141,0
002142,1
002143,1
002144,1
002145,3
002146,1
002147,0
002148,0
002149,1
002150,3
002151,2
002152,3
002153,2
002154,0
002155,0
002156,0
002157,5
002158,1
002159,1
002160,1
002161,0
002162,0
002163,0
002164,0
002165,1
002166,0
002167,0
002168,2
002169,0
002170,1
002171,1
002172,1
002173,4
002174,11
002175,9
002176,6
002177,1
002178,3
002179,3
002180,3
002181,1
002182,2
002183,3
002184,2
002185,0
002186,4
002187,1
002188,1
002189,1
002190,3
002191,3
002192,0
002193,3
002194,4
002195,3
002196,1
002197,1
002198,3
002199,3
002200,5
002201,1
002202,2
002203,1
002204,2
002205,0
002206,1
002207,0
